operationId,tags,url
addGovernanceDefinitionToElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governed-by/definition/{definitionGUID}/attach
addGovernanceMeasurements,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-measurements
updateGovernanceMeasurements,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-measurements/update
clearGovernanceMeasurements,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-measurements/remove
addGovernanceExpectations,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-expectations
updateGovernanceExpectations,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-expectations/update
clearGovernanceExpectations,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governance-expectations/remove
detachExternalReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/external-references/{externalReferenceGUID}/detach
linkExternalReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/external-references/{externalReferenceGUID}/attach
addExternalIdentifier,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/external-identifiers/add
addDigitalResourceOrigin,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/digital-resource-origin
clearDigitalResourceOrigin,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/digital-resource-origin/remove
setCriticalityClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/criticality
clearCriticalityClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/criticality/remove
detachContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/contact-details/{contactDetailsGUID}/detach
linkContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/contact-details/{contactDetailsGUID}/attach
setConsolidatedDuplicateClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/consolidated-duplicate
clearConsolidatedDuplicateClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/consolidated-duplicate/remove
setConfidentialityClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/confidentiality
clearConfidentialityClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/confidentiality/remove
setConfidenceClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/confidence
clearConfidenceClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/confidence/remove
addCommentToElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/comments
getAttachedComments,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/comments/retrieve
detachCitedDocumentReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/cited-document-references/{externalReferenceGUID}/detach
linkCitedDocumentReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/cited-document-references/{externalReferenceGUID}/attach
getCertifications,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/certifications
certifyElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/certification-types/{certificationTypeGUID}/certify
getRelatedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/by-relationship
getRelatedElements_1,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/by-relationship/{relationshipTypeName}
findRelatedElementsWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/by-relationship/{relationshipTypeName}/with-property-value-search
getRelatedElementsWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/by-relationship/{relationshipTypeName}/with-exact-property-value
unassignActorFromElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/assigned-to-actor/{actorGUID}/detach
assignActorToElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/assigned-to-actor/{actorGUID}/attach
getActionsForActionTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/action-targets/actions
getScopedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/scoped-by/{scopeGUID}
getSupportedByResource,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/resource-list/{resourceGUID}
getLicensedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/licenses/{licenseTypeGUID}
getMetadataElementGUIDByUniqueName_2,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/guid-by-unique-name
getGovernedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/governed-by/{governanceDefinitionGUID}
geCertifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/certifications/{certificationTypeGUID}
getMetadataElementByUniqueName_2,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-unique-name
getElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-type
getElementsByTag,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-tag/{tagGUID}/retrieve
getSemanticAssignees,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-semantic-assignment/{glossaryTermGUID}
getSecurityTaggedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-security-tags
getRetentionClassifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-retention
findElementsByPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-property-value-search
getOwnersElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-ownership
getImpactClassifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-impact
getElementsByPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-exact-property-value
getElementsByOrigin,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-digital-resource-origin
getCriticalityClassifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-criticality
getConfidentialityClassifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-confidentiality
getConfidenceClassifiedElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-confidence
findRootElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-complex-query
getElementsByClassification,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-classification/{classificationName}
findElementsByClassificationWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-classification/{classificationName}/with-property-value-search
getElementsByClassificationWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-classification/{classificationName}/with-exact-property-value
getElementsByCategory,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/by-category
findDigitalProducts,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/digital-products/by-search-string
getDigitalProductByCategory,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/digital-products/by-category
detachDesignFromImplementation,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/designs/{designGUID}/implementations/{implementationGUID}/detach
linkDesignToImplementation,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/designs/{designGUID}/implementations/{implementationGUID}/attach
detachImplementationResource,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/designs/{designGUID}/implementation-resources/{implementationResourceGUID}/detach
linkImplementationResource,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/designs/{designGUID}/implementation-resources/{implementationResourceGUID}/attach
detachDataSetContent,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/data-sets/{dataSetGUID}/data-set-content/{dataContentAssetGUID}/detach
linkDataSetContent,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/data-sets/{dataSetGUID}/data-set-content/{dataContentAssetGUID}/attach
findDataAssets,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/data-assets/by-search-string
getDataAssetsByCategory,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/data-assets/by-category
updateContributionRecord,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contribution-records/{contributionRecordGUID}
getContributionRecordByGUID,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contribution-records/{contributionRecordGUID}/retrieve
deleteContributionRecord,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contribution-records/{contributionRecordGUID}/delete
findContributionRecords,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contribution-records/by-search-string
getContributionRecordsByName,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contribution-records/by-name
createContextEvent,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events
detachDependentContextEvents,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{parentContextEventGUID}/dependent-context-events/{childContextEventGUID}/detach
linkDependentContextEvents,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{parentContextEventGUID}/dependent-context-events/{childContextEventGUID}/attach
detachRelatedContextEvents,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventOneGUID}/related-context-events/{contextEventTwoGUID}/detach
linkRelatedContextEvents,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventOneGUID}/related-context-events/{contextEventTwoGUID}/attach
updateContextEvent,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/update
getContextEventByGUID,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/retrieve
detachContextEventImpact,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/impacts/{impactedElementGUID}/detach
linkContextEventImpact,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/impacts/{impactedElementGUID}/attach
detachContextEventEvidence,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/evidence/{evidenceGUID}/detach
linkContextEventEvidence,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/evidence/{evidenceGUID}/attach
deleteContextEvent,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/{contextEventGUID}/delete
createContextEventFromTemplate,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/from-template
findContextEvents,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/by-search-string
getContextEventsByName,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/context-events/by-name
createContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details
updateContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/{contactDetailsGUID}/update
getContactDetailsByGUID,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/{contactDetailsGUID}/retrieve
deleteContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/{contactDetailsGUID}/delete
createContactDetailsFromTemplate,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/from-template
findContactDetails,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/by-search-string
getContactDetailsByName,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/contact-details/by-name
createConnectorType,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types
updateConnectorType,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/{connectorTypeGUID}/update
getConnectorTypeByGUID,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/{connectorTypeGUID}/retrieve
deleteConnectorType,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/{connectorTypeGUID}/delete
createConnectorTypeFromTemplate,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/from-template
findConnectorTypes,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/by-search-string
getConnectorTypesByName,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/by-name
getConnectorTypesByConnectorProvider,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connector-types/by-connector-provider-class-name
createConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections
updateConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/update
getConnectionByGUID,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/retrieve
detachConnectionEndpoint,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/endpoints/{endpointGUID}/detach
linkConnectionEndpoint,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/endpoints/{endpointGUID}/attach
detachEmbeddedConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/embedded-connections/{embeddedConnectionGUID}/detach
linkEmbeddedConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/embedded-connections/{embeddedConnectionGUID}/attach
deleteConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/delete
detachConnectionConnectorType,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/connector-types/{connectorTypeGUID}/detach
linkConnectionConnectorType,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/{connectionGUID}/connector-types/{connectorTypeGUID}/attach
createConnectionFromTemplate,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/from-template
findConnections,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/by-search-string
getConnectionsByName,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/connections/by-name
updateComment,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/{commentGUID}/update
getComment,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/{commentGUID}/retrieve
removeCommentFromElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/{commentGUID}/remove
setupAcceptedAnswer,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/questions/{questionCommentGUID}/answers/{answerCommentGUID}
clearAcceptedAnswer,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/questions/{questionCommentGUID}/answers/{answerCommentGUID}/remove
findComments,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/comments/by-search-string
createCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections
updateCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/update
getCollectionByGUID,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/retrieve
getCollectionMembers,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/members
updateCollectionMembership,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/members/{elementGUID}/update
removeFromCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/members/{elementGUID}/detach
addToCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/members/{elementGUID}/attach
setStagingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-staging-collection
clearStagingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-staging-collection/delete
setScopingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-scoping-collection
clearScopingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-scoping-collection/delete
setEditingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-editing-collection
clearEditingCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/is-editing-collection/delete
getCollectionHierarchy,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/hierarchy
deleteCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/{collectionGUID}/delete
linkSubscriber,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/subscribers/{digitalSubscriberGUID}/subscriptions/{digitalSubscriptionGUID}/attach
createCollectionFromTemplate,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/from-template
findCollections,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/by-search-string
getCollectionsByName,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/by-name
getCollectionsByType,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/by-collection-category
detachContract,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/agreements/{agreementGUID}/contract-links/{externalReferenceGUID}/detach
linkContract,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/agreements/{agreementGUID}/contract-links/{externalReferenceGUID}/attach
detachAgreementItem,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/agreements/{agreementGUID}/agreement-items/{agreementItemGUID}/detach
linkAgreementItem,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/agreements/{agreementGUID}/agreement-items/{agreementItemGUID}/attach
linkAgreementActor,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collections/agreements/{agreementGUID}/agreement-actors/{actorGUID}/attach
detachAgreementActor,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/collection/agreements/agreement-actors/{agreementActorRelationshipGUID}/detach
clearValidMetadataValue,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/clear-value/{propertyName}
clearValidMetadataMapValue,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/clear-map-value/{propertyName}/{mapName}
clearValidMetadataMapName,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/clear-map-name/{propertyName}
updateCertification,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/certifications/{certificationGUID}/update
decertifyElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/certifications/{certificationGUID}/delete
createElementFromTemplate,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/catalog-templates/new-element
getCatalogTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/catalog-targets/{relationshipGUID}
updateCatalogTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/catalog-targets/{relationshipGUID}/update
removeCatalogTarget_1,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/catalog-targets/{relationshipGUID}/remove
findAuthoredElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/authored-elements/by-search-string
getAuthoredElementsByCategory,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/authored-elements/by-category
createAsset,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets
getEndpointsForInfrastructure,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{infrastructureGUID}/endpoints/retrieve
updateAsset,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/update
detachSoftwareCapability,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/supported-software-capabilities/{capabilityGUID}/detach
linkSoftwareCapability,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/supported-software-capabilities/{capabilityGUID}/attach
getAssetByGUID,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/retrieve
detachAssetFromProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/it-profiles/{itProfileGUID}/detach
linkAssetToProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/it-profiles/{itProfileGUID}/attach
linkEndpointToITAsset,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/endpoints/{endpointGUID}/attach
unDeployITAsset,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/deployed-on/{destinationGUID}/detach
deployITAsset,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/deployed-on/{destinationGUID}/attach
deleteAsset,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/delete
detachEndpointFromITAsset,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/connections/{endpointGUID}/detach
detachAssetFromConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/connections/{connectionGUID}/detach
linkAssetToConnection,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/{assetGUID}/connections/{connectionGUID}/attach
createAssetFromTemplate,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/from-template
findAssets,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/by-search-string
getAssetsByName,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/assets/by-name
getAssignedActions,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actors/{actorGUID}/assigned/actions
detachTeamRoleFromProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{teamRoleGUID}/team-role-appointments/{teamProfileGUID}/detach
linkTeamRoleToProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{teamRoleGUID}/team-role-appointments/{teamProfileGUID}/attach
detachPersonRoleFromProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{personRoleGUID}/person-role-appointments/{personProfileGUID}/detach
linkPersonRoleToProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{personRoleGUID}/person-role-appointments/{personProfileGUID}/attach
detachITProfileRoleFromProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{itProfileRoleGUID}/it-profile-role-appointments/{itProfileGUID}/detach
linkITProfileRoleToProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{itProfileRoleGUID}/it-profile-role-appointments/{itProfileGUID}/attach
createActorProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles
updateActorProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/{actorProfileGUID}/update
getActorProfileByGUID,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/{actorProfileGUID}/retrieve
deleteActorProfile,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/{actorProfileGUID}/delete
createContributionRecord,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/{actorProfileGUID}/contribution-records
createActorProfileFromTemplate,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/from-template
findActorProfiles,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/by-search-string
getActorProfilesByName,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-profiles/by-name
createAction,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions
unassignAction,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/{actionGUID}/unassign/{actorGUID}
reassignAction,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/{actionGUID}/reassign/{actorGUID}
assignAction,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/{actionGUID}/assign/{actorGUID}
getActionTargets,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/{actionGUID}/action-targets
addActionTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/{actionGUID}/action-targets/{metadataElementGUID}/attach
updateActionTargetProperties,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/action-targets/{actionTargetGUID}/update
getActionTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/actions/action-targets/{actionTargetGUID}/retrieve
addTemplateClassification,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/template
removeTemplateClassification,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/template/remove
addTemplateSubstituteClassification,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/template-substitute
removeTemplateSubstituteClassification,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/template-substitute/remove
detachSourcedFrom,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/sourced-from/{templateGUID}/detach
linkSourcedFrom,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/sourced-from/{templateGUID}/attach
detachCatalogTemplate,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/catalog-template/{templateGUID}/detach
linkCatalogTemplate,API: Template Manager,/servers/{serverName}/api/open-metadata/template-manager/elements/{elementGUID}/catalog-template/{templateGUID}/attach
linkSubjectAreas,API: Subject Area,/servers/{serverName}/api/open-metadata/subject-area/subject-areas/{subjectAreaGUID}/subject-area-hierarchies/{nestedSubjectAreaGUID}/attach
detachSubjectAreas,API: Subject Area,/servers/{serverName}/api/open-metadata/subject-area/subject-areas/{parentSubjectAreaGUID}/subject-area-hierarchies/{nestedSubjectAreaGUID}/detach
