operationId,tags,url
createInformalTag,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags
updateTagDescription,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/{tagGUID}/update
getTag,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/{tagGUID}/retrieve
deleteTag,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/{tagGUID}/remove
findMyTags,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/private/by-search-string
findTags,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/by-search-string
getTagsByName,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/tags/by-name
detachSubscriber,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/subscribers/{digitalSubscriberGUID}/subscriptions/{digitalSubscriptionGUID}/detach
getSpecificationPropertyByGUID,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/specification-properties/{specificationPropertyGUID}/retrieve
deleteSpecificationProperty,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/specification-properties/{specificationPropertyGUID}/delete
getSpecificationPropertyByType,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/specification-properties/by-type
findSpecificationProperties,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/specification-properties/by-search-string
getSpecificationPropertyByName,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/specification-properties/by-name
updateActorRole,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/{actorRoleGUID}/update
updateActorRole_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{actorRoleGUID}/update
getActorRoleByGUID,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{actorRoleGUID}/retrieve
getActorRoleByGUID_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/{actorRoleGUID}/retrieve
deleteActorRole,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/{actorRoleGUID}/delete
deleteActorRole_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/{actorRoleGUID}/delete
createActorRoleFromTemplate,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/from-template
createActorRoleFromTemplate_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/from-template
findActorRoles,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/by-search-string
findActorRoles_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/by-search-string
getActorRolesByName,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles/by-name
getActorRolesByName_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles/by-name
createActorRole,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/actor-roles
createActorRole_1,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/solution-roles
setUpValidMetadataValue,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/setup-value/{propertyName}
setUpValidMetadataMapValue,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/setup-map-value/{propertyName}/{mapName}
setUpValidMetadataMapName,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/setup-map-name/{propertyName}
updateSearchKeyword,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/search-keywords/{searchKeywordGUID}/update
getSearchKeywordByGUID,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/search-keywords/{searchKeywordGUID}/retrieve
removeSearchKeywordFromElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/search-keywords/{searchKeywordGUID}/remove
findSearchKeywords,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/search-keywords/by-search-string
getSearchKeywordByKeyword,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/search-keywords/by-keyword
createSchemaType,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types
updateSchemaType,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/{schemaTypeGUID}/update
getSchemaTypeByGUID,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/{schemaTypeGUID}/retrieve
deleteSchemaType,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/{schemaTypeGUID}/delete
createSchemaTypeFromTemplate,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/from-template
findSchemaTypes,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/by-search-string
getSchemaTypesByName,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-types/by-name
createSchemaAttribute,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes
updateSchemaAttribute,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/{schemaAttributeGUID}/update
getSchemaAttributeByGUID,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/{schemaAttributeGUID}/retrieve
deleteSchemaAttribute,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/{schemaAttributeGUID}/delete
createSchemaAttributeFromTemplate,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/from-template
findSchemaAttributes,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/by-search-string
getSchemaAttributesByName,API: Schema Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/schema-attributes/by-name
getRelationships,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships
getRelationships_1,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{relationshipTypeName}
findRelationshipsWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{relationshipTypeName}/with-property-value-search
getRelationshipsWithPropertyValue,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{relationshipTypeName}/with-exact-property-value
getRelationshipHistory_3,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{relationshipGUID}/history
updateLineage,API: Lineage Linker,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{lineageRelationshipGUID}/update
detachLineage,API: Lineage Linker,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/{lineageRelationshipGUID}/detach
findRelationshipsWithPropertyValue_1,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/with-property-value-search
getRelationshipsWithPropertyValue_1,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/with-exact-property-value
findRelationshipsBetweenMetadataElements_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/by-search-conditions
getRelationshipByGUID_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/relationships/by-guid/{relationshipGUID}
createRelatedElementsInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements
updateRelatedElementsInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{relationshipGUID}/update-properties
updateRelatedElementsEffectivityInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{relationshipGUID}/update-effectivity
deleteRelatedElementsInStore,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{relationshipGUID}/delete
detachRelatedElementsInStore,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{metadataElement1GUID}/{relationshipTypeName}/{metadataElement2GUID}/detach-all
getRelatedMetadataElements_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/type/{relationshipTypeName}
unlinkElementsAsPeerDuplicates,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/peer-duplicate/{peerDuplicateGUID}/detach
linkElementsAsPeerDuplicates,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/peer-duplicate/{peerDuplicateGUID}/attach
unlinkConsolidatedDuplicateFromSourceElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/consolidated-duplicate-source/{sourceElementGUID}/detach
linkConsolidatedDuplicateToSource,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/consolidated-duplicate-source/{sourceElementGUID}/attach
getAllRelatedMetadataElements_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/related-elements/{elementGUID}/any-type
findProcesses,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/processes/find-by-search-string
getProcessesByCategory,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/processes/by-category
getTechnologyTypesForOpenMetadataType,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/open-metadata-types/{typeName}/technology-types
createNoteLog,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs
updateNoteLog,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/{noteLogGUID}
getNoteLogByGUID,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/{noteLogGUID}/retrieve
removeNoteLog,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/{noteLogGUID}/remove
getNotesForNoteLog,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/{noteLogGUID}/notes/retrieve
findNoteLogs,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/by-search-string
getNoteLogsByName,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/note-logs/by-name
createMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements
detachDataDescription,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{parentGUID}/data-descriptions/{collectionGUID}/detach
attachDataDescription,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{parentGUID}/data-descriptions/{collectionGUID}/attach
getAttachedCollections,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{parentGUID}/collections
detachCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{parentGUID}/collections/{collectionGUID}/detach
attachCollection,API: Collection Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{parentGUID}/collections/{collectionGUID}/attach
withdrawMetadataElement_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/withdraw
updateMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/update-properties
updateMetadataElementEffectivityInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/update-effectivity
publishMetadataElement_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/publish
deleteMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/delete
classifyMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/classifications/{classificationName}
reclassifyMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/classifications/{classificationName}/update-properties
updateClassificationEffectivityInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/classifications/{classificationName}/update-effectivity
declassifyMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/classifications/{classificationName}/delete
archiveMetadataElementInStore_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementGUID}/archive
getMetadataElementRelationships_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementAtEnd1GUID}/linked-by-type/{relationshipTypeName}/to-elements/{metadataElementAtEnd2GUID}
getAllMetadataElementRelationships_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{metadataElementAtEnd1GUID}/linked-by-any-type/to-elements/{metadataElementAtEnd2GUID}
getMetadataElementByGUID_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{elementGUID}
getAnchoredElementsGraph_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{elementGUID}/with-anchored-elements
getMetadataElementHistory_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{elementGUID}/history
getClassificationHistory_3,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/{elementGUID}/classifications/{classificationName}/history
getMetadataElementGUIDByUniqueName_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/guid-by-unique-name
createMetadataElementFromTemplate_1,API: Metadata Expert,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/from-template
getMetadataElementByUniqueName_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-unique-name
findMetadataElementsWithString_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-search-string
findElementsInAnchorScope_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-search-string/in-anchor-scope/{anchorScopeGUID}
findElementsInAnchorDomain_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-search-string/in-anchor-domain/{anchorDomainName}
findElementsForAnchor_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-search-string/for-anchor/{anchorGUID}
findMetadataElements_1,API: Metadata Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/metadata-elements/by-search-conditions
updateLicense,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/licenses/{licenseGUID}/update
unlicenseElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/licenses/{licenseGUID}/delete
addCatalogTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/integration-connectors/{integrationConnectorGUID}/catalog-targets/{metadataElementGUID}
removeCatalogTarget,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/integration-connectors/{integrationConnectorGUID}/catalog-targets/{metadataElementGUID}/detach
findInfrastructure,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/infrstructure-assets/by-search-string
getInfrastructureByCategory,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/infrastructure-assets/by-category
retrieveInstanceForGUID,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/guids/{guid}
detachGovernanceResults,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-metrics/{governanceMetricGUID}/measurements/{dataSourceGUID}/detach
linkGovernanceResults,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-metrics/{governanceMetricGUID}/measurements/{dataSourceGUID}/attach
initiateEngineAction_1,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-engines/{governanceEngineName}/engine-actions/initiate
createGovernanceDefinition,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions
detachSupportingDefinition,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionOneGUID}/supporting-definitions/{relationshipTypeName}/{governanceDefinitionTwoGUID}/detach
attachSupportingDefinition,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionOneGUID}/supporting-definitions/{relationshipTypeName}/{governanceDefinitionTwoGUID}/attach
detachPeerDefinitions,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionOneGUID}/peer-definitions/{relationshipTypeName}/{governanceDefinitionTwoGUID}/detach
linkPeerDefinitions,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionOneGUID}/peer-definitions/{relationshipTypeName}/{governanceDefinitionTwoGUID}/attach
updateGovernanceDefinition,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionGUID}/update
getGovernanceDefinitionByGUID,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionGUID}/retrieve
deleteGovernanceDefinition,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/{governanceDefinitionGUID}/delete
createGovernanceDefinitionFromTemplate,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/from-template
findGovernanceDefinitions,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/by-search-string
getGovernanceDefinitionsByName,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-definitions/by-name
initiateGovernanceActionType_1,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-action-types/initiate
getGovernanceActionProcessGraph_1,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-action-processes/{processGUID}/graph
initiateGovernanceActionProcess_1,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/governance-action-processes/initiate
getMeanings,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/glossaries/terms/by-semantic-assignment/{elementGUID}
linkLineage,API: Lineage Linker,/servers/{serverName}/api/open-metadata/{urlMarker}/from-elements/{elementOneGUID}/via/{relationshipTypeName}/to-elements/{elementTwoGUID}/attach
createExternalReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references
updateExternalReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/{externalReferenceGUID}/update
getExternalReferenceByGUID,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/{externalReferenceGUID}/retrieve
deleteExternalReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/{externalReferenceGUID}/delete
createExternalReferenceFromTemplate,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/from-template
findExternalReferences,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/by-search-string
getExternalReferencesByName,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-references/by-name
updateExternalIdentifier,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/{externalIdGUID}/update
getExternalIdByGUID,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/{externalIdGUID}/retrieve
deleteExternalIdentifier,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/{externalIdGUID}/delete
confirmSynchronization,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/links/{externalIdLinkGUID}/synchronized
findExternalIds,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/by-search-string
getExternalIdsByName,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/external-identifiers/by-name
cancelEngineAction_1,API: Automated Curation,/servers/{serverName}/api/open-metadata/{urlMarker}/engine-actions/{engineActionGUID}/cancel
createEndpoint,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints
updateEndpoint,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/{endpointGUID}/update
getEndpointByGUID,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/{endpointGUID}/retrieve
deleteEndpoint,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/{endpointGUID}/delete
createEndpointFromTemplate,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/from-template
findEndpoints,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/by-search-string
getEndpointsByNetworkAddress,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/by-network-address
getEndpointsByName,API: Connection Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/endpoints/by-name
linkContextEventTimelineEffect,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{timelineAffectedElementGUID}/context-events-describing-timeline-effects/{contextEventGUID}/attach
detachContextEventTimelineEffect,API: Time Keeper,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{timelineAffectedElementGUID}/context-events-describing-timeline-effect/{contextEventGUID}/detach
detachAssignmentScope,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{scopeElementGUID}/actors/{actorGUID}/detach
linkAssignmentScope,API: Actor Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{scopeElementGUID}/actors/{actorGUID}/attach
getMetadataElementByGUID_2,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}
addZoneMembership,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/zone-membership
clearZoneMembership,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/zone-membership/remove
addTagToElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/tags/{tagGUID}
removeTagFromElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/tags/{tagGUID}/remove
getAttachedTags,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/tags/retrieve
getActionsForSponsor,API: Asset Maker,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/sponsored/actions
setUpSpecificationProperty,API: Valid Metadata,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/specification-properties
getElementsSourcedFrom,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/sourced-from
getSourceElements,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/source
clearSemanticAssignment,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/semantic-assignment/terms/{glossaryTermGUID}/detach
setupSemanticAssignment,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/semantic-assignment/terms/{glossaryTermGUID}/attach
addSecurityTags,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/security-tags
clearSecurityTags,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/security-tags/remove
addSearchKeywordToElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/search-keywords
getScopes,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/scoped-by
removeScopeFromElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/scoped-by/{scopeGUID}/detach
addScopeToElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/scoped-by/{scopeGUID}/attach
setRetentionClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/retention
clearRetentionClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/retention/remove
getResourceList,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/resource-list
removeResourceListFromElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/resource-list/{resourceGUID}/detach
addResourceListToElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/resource-list/{resourceGUID}/attach
addRatingToElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/ratings
getAttachedRatings,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/ratings/retrieve
removeRatingFromElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/ratings/remove
addOwnership,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/ownership
clearOwnership,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/ownership/remove
createNoteLog_1,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/note-logs
getNoteLogsForElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/note-logs/retrieve
removeMoreInformationFromElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/more-information/{resourceGUID}/detach
addMoreInformationToElement,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/more-information/{resourceGUID}/attach
detachMediaReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/media-references/{externalReferenceGUID}/detach
linkMediaReference,API: External Links,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/media-references/{externalReferenceGUID}/attach
addLikeToElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/likes
getAttachedLikes,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/likes/retrieve
removeLikeFromElement,API: Feedback Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/likes/remove
getLicenses,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/licenses
licenseElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/license-types/{licenseTypeGUID}/license
setKnownDuplicateClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/known-duplicate
clearKnownDuplicateClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/known-duplicate/remove
setImpactClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/impact
clearImpactClassification,API: Classification Manager,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/impact/remove
getGovernedByDefinitions,API: Classification Explorer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governed-by
removeGovernanceDefinitionFromElement,API: Governance Officer,/servers/{serverName}/api/open-metadata/{urlMarker}/elements/{elementGUID}/governed-by/definition/{definitionGUID}/detach
